title,speaker,initial speech,initial sentiment,initial POLARITY
The Third Part of Henry the Sixth,KING LEWIS XI,"Fair Queen of England, worthy Margaret, Sit down with us: it ill befits thy state And birth, that thou shouldst stand while Lewis doth sit.","[ 0.      0.329   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.8885  0.
  0.654  -0.879   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.     -0.228   0.      0.      0.     -0.847
  0.      0.      0.     -0.4235  0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.25    0.    ]",0.09516666666666668
The Third Part of Henry the Sixth,OXFORD,"Then Warwick disannuls great John of Gaunt, Which did subdue the greatest part of Spain; And, after John of Gaunt, Henry the Fourth, Whose wisdom was a mirror to the wisest; And, after that wise prince, Henry the Fifth, Who by his prowess conquered all France: From these our Henry lineally descends.","[ 0.      0.      0.      0.      0.      0.937   0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.047
  0.      0.      0.      0.      0.      0.      0.      0.844   0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.935   0.     -0.8865
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.192   0.    ]",0.31240000000000007
The Third Part of Henry the Sixth,BONA,"Your grant, or your denial, shall be mine: Yet I confess that often ere this day, When I have heard your king's desert recounted, Mine ear hath tempted judgment to desire.","[ 0.       0.279    0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.659    0.       0.       0.       0.
  0.      -0.1425   0.       0.       0.      -0.197    0.      -0.659
 -0.206    0.94725  0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.178
  0.     ]",0.2920909090909091
The Third Part of Henry the Sixth,HASTINGS,"Why, knows not Montague that of itself England is safe, if true within itself?","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.884  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 -0.228  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.208  0.   ]",0.27599999999999997
The Third Part of Henry the Sixth,QUEEN ELIZABETH,"My lords, before it pleased his majesty To raise my state to title of a queen, Do me but right, and you must all confess That I was not ignoble of descent; And meaner than myself have had like fortune. But as this title honours me and mine, So your dislike, to whom I would be pleasing, Doth cloud my joys with danger and with sorrow.","[-0.362       0.          0.          0.          0.          0.888
  0.          0.          0.          0.          0.          0.5655
  0.          0.          0.          0.          0.         -0.10983333
  0.          0.          0.          0.          0.          0.
 -0.107       0.955      -0.503       0.654      -0.871       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.843       0.          0.          0.
  0.          0.          0.          0.          0.918       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.25233333  0.        ]",0.12984210526315784
The Third Part of Henry the Sixth,First Watchman,"Come on, my masters, each man take his stand: The king by this is set him down to sleep.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.882  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.838  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.5094000000000001
The Third Part of Henry the Sixth,Second Watchman,"What, will he not to bed?","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Third Part of Henry the Sixth,Third Watchman,"But say, I pray, what nobleman is that That with the king here resteth in his tent?","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.951 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.8625
The Third Part of Henry the Sixth,RIVERS,"Madam, what makes you in this sudden change?","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.313 0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.999 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.617
The Third Part of Henry the Sixth,Huntsman,"This way, my lord; for this way lies the game.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.983 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.722
The Third Part of Henry the Sixth,Lieutenant,"Subjects may challenge nothing of their sovereigns; But if an humble prayer may prevail, I then crave pardon of your majesty.","[-0.311  0.329  0.     0.     0.     0.888  0.     0.     0.     0.783
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.944  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.946  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.844  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.241  0.   ]",0.33675
The Third Part of Henry the Sixth,First Messenger,"By this at Dunsmore, marching hitherward.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.867 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.841
The Third Part of Henry the Sixth,Second Messenger,"By this at Daintry, with a puissant troop.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.966 -0.545  0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.193
The First Part of Henry the Sixth,BEDFORD,"Hung be the heavens with black, yield day to night! Comets, importing change of times and states, Brandish your crystal tresses in the sky, And with them scourge the bad revolting stars That have consented unto Henry's death! King Henry the Fifth, too famous to live long! England ne'er lost a king of so much worth.","[-0.824       0.          0.          0.          0.          0.98
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.941       0.          0.         -0.6875      0.
  0.          0.          0.          0.         -0.908       0.
  0.          0.          0.          0.         -0.228       0.
  0.97433333  0.         -0.946       0.209       0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.26        0.        ]",0.19618181818181818
The First Part of Henry the Sixth,BISHOP OF WINCHESTER,He was a king bless'd of the King of kings. Unto the French the dreadful judgement-day So dreadful will not be as was his sight. The battles of the Lord of hosts he fought: The church's prayers made him so prosperous.,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         -0.644
  0.          0.          0.          0.          0.          0.
  0.          0.92583333  0.          0.         -0.967       0.
  0.          0.          0.          0.         -0.659       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.12954545454545452
The First Part of Henry the Sixth,ALENCON,"They want their porridge and their fat bull-beeves: Either they must be dieted like mules And have their provender tied to their mouths Or piteous they will look, like drowned mice.","[-0.3845      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.90566667  0.          0.         -0.988       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 -0.1645      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.305       0.        ]",0.101625
The First Part of Henry the Sixth,REIGNIER,"Let's raise the siege: why live we idly here? Talbot is taken, whom we wont to fear: Remaineth none but mad-brain'd Salisbury; And he may well in fretting spend his gall, Nor men nor money hath he to make war.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.568   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.     -0.659   0.      0.9205  0.
  0.     -0.994   0.      0.      0.      0.      0.     -0.4925  0.
  0.      0.      0.      0.     -0.207   0.      0.      0.     -0.942
  0.      0.      0.     -0.659   0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.204  -0.986 ]",-0.06950000000000002
The First Part of Henry the Sixth,BASTARD OF ORLEANS,Where's the Prince Dauphin? I have news for him.,"[0.    0.    0.    0.    0.    0.834 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.905 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.8414999999999999
The First Part of Henry the Sixth,JOAN LA PUCELLE,"Reignier, is't thou that thinkest to beguile me? Where is the Dauphin? Come, come from behind; I know thee well, though never seen before. Be not amazed, there's nothing hid from me: In private will I talk with thee apart. Stand back, you lords, and give us leave awhile.","[-0.311   0.      0.      0.      0.      0.999   0.      0.      0.
  0.     -0.756   0.      0.      0.      0.      0.      0.     -0.4375
  0.      0.      0.      0.      0.      0.      0.      0.9195  0.
  0.56   -0.993   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.037375000000000005
The First Part of Henry the Sixth,First Warder,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The First Part of Henry the Sixth,First Serving-Man,It is the noble Duke of Gloucester.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.304 0.   ]",0.234
The First Part of Henry the Sixth,Second Warder,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The First Part of Henry the Sixth,WOODVILE,What noise is this? what traitors have we here?,"[-0.92   0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.    -0.225  0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.551
The First Part of Henry the Sixth,Serving-Men,"Open the gates unto the lord protector, Or we'll burst them open, if that you come not quickly.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.983  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.548  0.     0.    -0.856  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.3566
The First Part of Henry the Sixth,Officer,"All manner of men assembled here in arms this day against God's peace and the king's, we charge and command you, in his highness' name, to repair to your several dwelling-places; and not to wear, handle, or use any sword, weapon, or dagger, henceforward, upon pain of death.","[-0.256   0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.4335
  0.      0.      0.      0.      0.      0.      0.      0.9102 -0.2625
  0.539  -0.8365  0.      0.      0.      0.      0.     -0.908   0.
  0.      0.      0.      0.     -0.623   0.      0.9595  0.     -0.844
  0.      0.      0.      0.      0.      0.      0.      0.999   0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.272   0.    ]",0.12277777777777775
The First Part of Henry the Sixth,Master-Gunner,"Sirrah, thou know'st how Orleans is besieged, And how the English have the suburbs won.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.    -0.632  0.     0.
  0.     0.     0.     0.     0.     0.968  0.     0.    -0.946  0.
  0.     0.     0.     0.    -0.543  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.2965
The First Part of Henry the Sixth,Boy,"Father, I know; and oft have shot at them, Howe'er unfortunate I miss'd my aim.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.319  0.     0.    -0.329  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.0050000000000000044
The First Part of Henry the Sixth,TALBOT,"The Duke of Bedford had a prisoner Call'd the brave Lord Ponton de Santrailles; For him was I exchanged and ransomed. But with a baser man of arms by far Once in contempt they would have barter'd me: Which I, disdaining, scorn'd; and craved death, Rather than I would be so vile esteem'd. In fine, redeem'd I was as I desired. But, O! the treacherous Fastolfe wounds my heart, Whom with my bare fists I would execute, If I now had him brought into my power.","[-0.88566667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.6535
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.93075     0.          0.         -0.27766667  0.
  0.          0.          0.          0.         -0.72366667  0.
  0.          0.          0.          0.          0.          0.
  0.946       0.         -0.955       0.304       0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 -0.927       0.          0.          0.          0.        ]",-0.016263157894736844
The First Part of Henry the Sixth,GARGRAVE,"I think, at the north gate; for there stand lords.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9195  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.995
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.21033333333333334
The First Part of Henry the Sixth,GLANSDALE,"And I, here, at the bulwark of the bridge.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.845  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.961  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.014000000000000012
The First Part of Henry the Sixth,Sergeant,"Sirs, take your places and be vigilant: If any noise or soldier you perceive Near to the walls, by some apparent sign Let us have knowledge at the court of guard.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.503   0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9195  0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.946   0.      0.
  0.298   0.      0.      0.      0.      0.      0.      0.      0.607
  0.      0.     -0.225   0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.542
The First Part of Henry the Sixth,First Sentinel,"Sergeant, you shall. Thus are poor servitors, When others sleep upon their quiet beds, Constrain'd to watch in darkness, rain and cold.","[-0.5915   0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.      -0.25475  0.       0.       0.       0.       0.       0.
  0.       0.858   -0.551    0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.857    0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.329
  0.     ]",-0.08237499999999998
The First Part of Henry the Sixth,BURGUNDY,Traitors have never other company. But what's that Pucelle whom they term so pure?,"[-0.92   0.     0.     0.     0.     0.951  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.015499999999999958
The First Part of Henry the Sixth,Sentinels,Arm! arm! the enemy doth make assault!,"[-0.942  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.    -0.629  0.654  0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.308
The First Part of Henry the Sixth,COUNTESS OF AUVERGNE,"Porter, remember what I gave in charge; And when you have done so, bring the keys to me.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.    -0.984  0.     0.852  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.227  0.   ]",0.27799999999999997
The First Part of Henry the Sixth,Porter,"Madam, I will.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.313 0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.235
The First Part of Henry the Sixth,RICHARD PLANTAGENET,"Great lords and gentlemen, what means this silence? Dare no man answer in a case of truth?","[ 0.     0.     0.     0.     0.     0.999  0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.983  0.     0.    -0.883  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.857  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.318  0.   ]",0.45649999999999996
The First Part of Henry the Sixth,VERNON,"Stay, lords and gentlemen, and pluck no more, Till you conclude that he upon whose side The fewest roses are cropp'd from the tree Shall yield the other in the right opinion.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.191
  0.      0.      0.      0.      0.      0.      0.      0.9815 -0.503
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.     -0.3     0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.228   0.    ]",0.1515
The First Part of Henry the Sixth,Lawyer,"Unless my study and my books be false, The argument you held was wrong in you: In sign whereof I pluck a white rose too.","[-0.827  0.246  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.893  0.     0.     0.     0.
  0.     0.     0.     0.    -0.635  0.     0.     0.     0.     0.
 -0.3    0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.228  0.   ]",-0.06516666666666668
The First Part of Henry the Sixth,MORTIMER,"Kind keepers of my weak decaying age, Let dying Mortimer here rest himself. Even like a man new haled from the rack, So fare my limbs with long imprisonment. And these grey locks, the pursuivants of death, Nestor-like aged in an age of care, Argue the end of Edmund Mortimer. These eyes, like lamps whose wasting oil is spent, Wax dim, as drawing to their exigent; Weak shoulders, overborne with burthening grief, And pithless arms, like to a wither'd vine That droops his sapless branches to the ground; Yet are these feet, whose strengthless stay is numb, Unable to support this lump of clay, Swift-winged with desire to get a grave, As witting I no other comfort have. But tell me, keeper, will my nephew come?","[-0.585       0.          0.         -0.207       0.          0.
  0.         -0.159       0.          0.          0.          0.6325
  0.          0.          0.          0.          0.         -0.48716667
  0.          0.          0.          0.          0.          0.
  0.          0.9195     -0.36166667  0.6155     -0.7332      0.
  0.          0.          0.         -0.1884     -0.522       0.
  0.          0.          0.          0.         -0.606       0.
  0.93866667  0.         -0.92633333  0.         -0.52        0.
 -0.45525     0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.277       0.        ]",-0.14734042553191484
The First Part of Henry the Sixth,First Gaoler,"Richard Plantagenet, my lord, will come: We sent unto the Temple, unto his chamber; And answer was return'd that he will come.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 -0.772  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.983  0.     0.659  0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.871  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.318  0.   ]",0.37639999999999996
The First Part of Henry the Sixth,First Serving-man,"Nay, if we be forbidden stones, We'll fall to it with our teeth.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.    -0.612  0.     0.
  0.     0.     0.     0.     0.     0.941 -0.581  0.    -0.993  0.
  0.     0.     0.     0.    -0.261  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.2892
The First Part of Henry the Sixth,Second Serving-man,"Do what ye dare, we are as resolute.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.993 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.857 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.865
The First Part of Henry the Sixth,Third Serving-man,"My lord, we know your grace to be a man Just and upright; and, for your royal birth, Inferior to none but to his majesty: And ere that we will suffer such a prince, So kind a father of the commonweal, To be disgraced by an inkhorn mate, We and our wives and children all will fight And have our bodies slaughtered by thy foes.","[-0.2675      0.          0.          0.          0.          0.88566667
  0.          0.         -0.659       0.          0.          0.659
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.937      -0.659       0.         -0.994       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.         -0.896       0.          0.          0.
 -0.4265      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.316       0.        ]",0.1669411764705882
The First Part of Henry the Sixth,First Soldier,"Our sacks shall be a mean to sack the city, And we be lords and rulers over Rouen; Therefore we'll knock.","[ 0.     0.     0.     0.     0.     0.965  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.921  0.     0.    -0.972  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.268  0.   ]",0.4423333333333333
The First Part of Henry the Sixth,Watch,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The First Part of Henry the Sixth,FASTOLFE,Whither away! to save myself by flight: We are like to have the overthrow again.,"[ 0.     0.     0.    -0.207  0.     0.948  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.845  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.965  0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.5935
